Source_File,DateTime,Precipitation
ROUV_20230327.txt,2023-01-10 13:33:51,0.0
ROUV_20230327.txt,2023-01-10 13:36:51,0.0
ROUV_20230327.txt,2023-01-10 13:39:51,0.0
ROUV_20230327.txt,2023-01-10 13:42:51,0.0
ROUV_20230327.txt,2023-01-10 13:45:51,0.0
ROUV_20230327.txt,2023-01-10 13:48:51,0.0
ROUV_20230327.txt,2023-01-10 13:51:51,0.0
ROUV_20230327.txt,2023-01-10 13:54:51,0.0
ROUV_20230327.txt,2023-01-10 13:57:51,0.0
ROUV_20230327.txt,2023-01-10 14:00:51,0.0
ROUV_20230327.txt,2023-01-10 14:03:51,0.0
ROUV_20230327.txt,2023-01-10 14:06:51,0.0
ROUV_20230327.txt,2023-01-10 14:09:51,0.0
ROUV_20230327.txt,2023-01-10 14:12:51,0.0
ROUV_20230327.txt,2023-01-10 14:15:51,0.0
ROUV_20230327.txt,2023-01-10 14:18:51,0.0
