Source_File,DateTime,Precipitation
GRVN_20230110.txt,2023-01-10 15:24:54,0.0
GRVN_20230110.txt,2023-01-10 15:27:54,0.0
GRVN_20230110.txt,2023-01-10 15:30:54,0.0
GRVN_20230110.txt,2023-01-10 15:33:54,0.0
GRVN_20230110.txt,2023-01-10 15:36:54,0.0
GRVN_20230110.txt,2023-01-10 15:39:54,0.0
GRVN_20230110.txt,2023-01-10 15:42:54,0.0
GRVN_20230110.txt,2023-01-10 15:45:54,0.0
GRVN_20230110.txt,2023-01-10 15:48:54,0.0
GRVN_20230110.txt,2023-01-10 15:51:54,0.0
GRVN_20230110.txt,2023-01-10 15:54:54,0.0
GRVN_20230110.txt,2023-01-10 15:57:54,0.0
GRVN_20230110.txt,2023-01-10 16:00:54,0.0
GRVN_20230110.txt,2023-01-10 16:03:54,0.0
GRVN_20230110.txt,2023-01-10 16:06:54,0.0
