	Horaire	1
S/N		967762
Type		TGC-0011
Description		GEOP
Propriété		Counts
1	4 févr. 2025 12:18:29	0.0
2	4 févr. 2025 12:21:29	0.0
3	4 févr. 2025 12:24:29	0.0
4	4 févr. 2025 12:27:29	0.0
5	4 févr. 2025 12:30:29	0.0
6	4 févr. 2025 12:33:29	0.0
7	4 févr. 2025 12:36:29	0.0
8	4 févr. 2025 12:39:29	0.0
9	4 févr. 2025 12:42:29	0.0
10	4 févr. 2025 12:45:29	0.0
11	4 févr. 2025 12:48:29	0.0
12	4 févr. 2025 12:51:29	0.0
13	4 févr. 2025 12:54:29	0.0
14	4 févr. 2025 12:57:29	0.0
15	4 févr. 2025 13:00:29	0.0
16	4 févr. 2025 13:03:29	0.0
17	4 févr. 2025 13:06:29	0.0
18	4 févr. 2025 13:09:29	0.0
19	4 févr. 2025 13:12:29	0.0
20	4 févr. 2025 13:15:29	0.0
21	4 févr. 2025 13:18:29	0.0
22	4 févr. 2025 13:21:29	0.0
23	4 févr. 2025 13:24:29	0.0
24	4 févr. 2025 13:27:29	0.0
25	4 févr. 2025 13:30:29	0.0
26	4 févr. 2025 13:33:29	0.0
27	4 févr. 2025 13:36:29	0.0
28	4 févr. 2025 13:39:29	0.0
29	4 févr. 2025 13:42:29	0.0
30	4 févr. 2025 13:45:29	0.0
31	4 févr. 2025 13:48:29	0.0
32	4 févr. 2025 13:51:29	0.0
33	4 févr. 2025 13:54:29	0.0
34	4 févr. 2025 13:57:29	0.0
35	4 févr. 2025 14:00:29	0.0
36	4 févr. 2025 14:03:29	0.0
37	4 févr. 2025 14:06:29	0.0
38	4 févr. 2025 14:09:29	0.0
39	4 févr. 2025 14:12:29	0.0
40	4 févr. 2025 14:15:29	1.0
41	4 févr. 2025 14:18:29	0.0
42	4 févr. 2025 14:21:29	1.0
43	4 févr. 2025 14:24:29	0.0
44	4 févr. 2025 14:27:29	0.0
45	4 févr. 2025 14:30:29	0.0
46	4 févr. 2025 14:33:29	0.0
47	4 févr. 2025 14:36:29	1.0
48	4 févr. 2025 14:39:29	0.0
49	4 févr. 2025 14:42:29	0.0
