Source_File,DateTime,Precipitation
VCLB_20260402.csv,2026-03-05 14:04:08,0.0
VCLB_20260402.csv,2026-03-05 14:07:08,0.0
VCLB_20260402.csv,2026-03-05 14:10:08,0.0
VCLB_20260402.csv,2026-03-05 14:13:08,0.0
VCLB_20260402.csv,2026-03-05 14:16:08,0.0
VCLB_20260402.csv,2026-03-05 14:19:08,0.0
VCLB_20260402.csv,2026-03-05 14:22:08,0.0
VCLB_20260402.csv,2026-03-05 14:25:08,0.0
VCLB_20260402.csv,2026-03-05 14:28:08,0.0
VCLB_20260402.csv,2026-03-05 14:31:08,0.0
VCLB_20260402.csv,2026-03-05 14:34:08,0.0
VCLB_20260402.csv,2026-03-05 14:37:08,0.0
VCLB_20260402.csv,2026-03-05 14:40:08,0.0
VCLB_20260402.csv,2026-03-05 14:43:08,0.0
VCLB_20260402.csv,2026-03-05 14:46:08,0.0
VCLB_20260402.csv,2026-03-05 14:49:08,0.0
VCLB_20260402.csv,2026-03-05 14:52:08,0.0
VCLB_20260402.csv,2026-03-05 14:55:08,0.0
VCLB_20260402.csv,2026-03-05 14:58:08,0.0
VCLB_20260402.csv,2026-03-05 15:01:08,0.0
VCLB_20260402.csv,2026-03-05 15:04:08,0.0
VCLB_20260402.csv,2026-03-05 15:07:08,0.0
VCLB_20260402.csv,2026-03-05 15:10:08,0.0
VCLB_20260402.csv,2026-03-05 15:13:08,0.0
VCLB_20260402.csv,2026-03-05 15:16:08,0.0
VCLB_20260402.csv,2026-03-05 15:19:08,0.0
VCLB_20260402.csv,2026-03-05 15:22:08,0.0
VCLB_20260402.csv,2026-03-05 15:25:08,0.0
VCLB_20260402.csv,2026-03-05 15:28:08,0.0
VCLB_20260402.csv,2026-03-05 15:31:08,0.0
VCLB_20260402.csv,2026-03-05 15:34:08,0.0
VCLB_20260402.csv,2026-03-05 15:37:07,0.0
VCLB_20260402.csv,2026-03-05 15:40:07,0.0
VCLB_20260402.csv,2026-03-05 15:43:07,0.0
VCLB_20260402.csv,2026-03-05 15:46:07,0.0
VCLB_20260402.csv,2026-03-05 15:49:07,0.0
VCLB_20260402.csv,2026-03-05 15:52:07,0.0
VCLB_20260402.csv,2026-03-05 15:55:07,0.0
VCLB_20260402.csv,2026-03-05 15:58:07,0.0
VCLB_20260402.csv,2026-03-05 16:01:07,0.0
VCLB_20260402.csv,2026-03-05 16:04:07,0.0
VCLB_20260402.csv,2026-03-05 16:07:07,0.0
VCLB_20260402.csv,2026-03-05 16:10:07,0.0
VCLB_20260402.csv,2026-03-05 16:13:07,0.0
VCLB_20260402.csv,2026-03-05 16:16:07,0.0
VCLB_20260402.csv,2026-03-05 16:19:07,0.0
VCLB_20260402.csv,2026-03-05 16:22:07,0.0
VCLB_20260402.csv,2026-03-05 16:25:07,0.0
VCLB_20260402.csv,2026-03-05 16:28:07,0.0
VCLB_20260402.csv,2026-03-05 16:31:07,0.0
VCLB_20260402.csv,2026-03-05 16:34:07,0.0
VCLB_20260402.csv,2026-03-05 16:37:07,0.0
VCLB_20260402.csv,2026-03-05 16:40:07,0.0
VCLB_20260402.csv,2026-03-05 16:43:07,0.0
VCLB_20260402.csv,2026-03-05 16:46:07,0.0
VCLB_20260402.csv,2026-03-05 16:49:07,0.0
VCLB_20260402.csv,2026-03-05 16:52:07,0.0
VCLB_20260402.csv,2026-03-05 16:55:07,0.0
VCLB_20260402.csv,2026-03-05 16:58:07,0.0
VCLB_20260402.csv,2026-03-05 17:01:07,0.0
VCLB_20260402.csv,2026-03-05 17:04:07,0.0
VCLB_20260402.csv,2026-03-05 17:07:07,0.0
VCLB_20260402.csv,2026-03-05 17:10:07,0.0
VCLB_20260402.csv,2026-03-05 17:13:07,0.0
VCLB_20260402.csv,2026-03-05 17:16:07,0.0
VCLB_20260402.csv,2026-03-05 17:19:07,0.0
VCLB_20260402.csv,2026-03-05 17:22:07,0.0
VCLB_20260402.csv,2026-03-05 17:25:07,0.0
VCLB_20260402.csv,2026-03-05 17:28:07,0.0
VCLB_20260402.csv,2026-03-05 17:31:07,0.0
VCLB_20260402.csv,2026-03-05 17:34:07,0.0
VCLB_20260402.csv,2026-03-05 17:37:07,0.0
VCLB_20260402.csv,2026-03-05 17:40:07,0.0
VCLB_20260402.csv,2026-03-05 17:43:07,0.0
VCLB_20260402.csv,2026-03-05 17:46:07,0.0
VCLB_20260402.csv,2026-03-05 17:49:07,0.0
VCLB_20260402.csv,2026-03-05 17:52:07,0.0
VCLB_20260402.csv,2026-03-05 17:55:07,0.0
VCLB_20260402.csv,2026-03-05 17:58:07,0.0
VCLB_20260402.csv,2026-03-05 18:01:07,0.0
VCLB_20260402.csv,2026-03-05 18:04:07,0.0
VCLB_20260402.csv,2026-03-05 18:07:07,0.0
VCLB_20260402.csv,2026-03-05 18:10:07,0.0
VCLB_20260402.csv,2026-03-05 18:13:07,0.0
VCLB_20260402.csv,2026-03-05 18:16:07,0.0
VCLB_20260402.csv,2026-03-05 18:19:07,0.0
VCLB_20260402.csv,2026-03-05 18:22:07,0.0
VCLB_20260402.csv,2026-03-05 18:25:07,0.0
VCLB_20260402.csv,2026-03-05 18:28:07,0.0
VCLB_20260402.csv,2026-03-05 18:31:07,0.0
VCLB_20260402.csv,2026-03-05 18:34:07,0.0
VCLB_20260402.csv,2026-03-05 18:37:07,0.0
VCLB_20260402.csv,2026-03-05 18:40:07,0.0
VCLB_20260402.csv,2026-03-05 18:43:07,0.0
VCLB_20260402.csv,2026-03-05 18:46:07,0.0
VCLB_20260402.csv,2026-03-05 18:49:07,0.0
VCLB_20260402.csv,2026-03-05 18:52:07,0.0
VCLB_20260402.csv,2026-03-05 18:55:07,0.0
VCLB_20260402.csv,2026-03-05 18:58:07,0.0
VCLB_20260402.csv,2026-03-05 19:01:07,0.0
VCLB_20260402.csv,2026-03-05 19:04:07,0.0
VCLB_20260402.csv,2026-03-05 19:07:07,0.0
VCLB_20260402.csv,2026-03-05 19:10:07,0.0
VCLB_20260402.csv,2026-03-05 19:13:07,0.0
VCLB_20260402.csv,2026-03-05 19:16:07,0.0
VCLB_20260402.csv,2026-03-05 19:19:07,0.0
VCLB_20260402.csv,2026-03-05 19:22:07,0.0
VCLB_20260402.csv,2026-03-05 19:25:07,0.0
VCLB_20260402.csv,2026-03-05 19:28:07,0.0
VCLB_20260402.csv,2026-03-05 19:31:07,0.0
VCLB_20260402.csv,2026-03-05 19:34:07,0.0
VCLB_20260402.csv,2026-03-05 19:37:07,0.0
VCLB_20260402.csv,2026-03-05 19:40:07,0.0
VCLB_20260402.csv,2026-03-05 19:43:07,0.0
VCLB_20260402.csv,2026-03-05 19:46:07,0.0
VCLB_20260402.csv,2026-03-05 19:49:07,0.0
VCLB_20260402.csv,2026-03-05 19:52:07,0.0
VCLB_20260402.csv,2026-03-05 19:55:07,0.0
VCLB_20260402.csv,2026-03-05 20:01:07,0.0
VCLB_20260402.csv,2026-03-05 20:04:07,0.0
VCLB_20260402.csv,2026-03-05 20:07:07,0.0
VCLB_20260402.csv,2026-03-05 20:10:07,0.0
VCLB_20260402.csv,2026-03-05 20:13:07,0.0
VCLB_20260402.csv,2026-03-05 20:16:07,0.0
VCLB_20260402.csv,2026-03-05 20:19:07,0.0
VCLB_20260402.csv,2026-03-05 20:22:07,0.0
VCLB_20260402.csv,2026-03-05 20:25:07,0.0
VCLB_20260402.csv,2026-03-05 20:28:07,0.0
VCLB_20260402.csv,2026-03-05 20:31:07,0.0
VCLB_20260402.csv,2026-03-05 20:34:07,0.0
VCLB_20260402.csv,2026-03-05 20:37:07,0.0
VCLB_20260402.csv,2026-03-05 20:40:07,0.0
VCLB_20260402.csv,2026-03-05 20:43:07,0.0
VCLB_20260402.csv,2026-03-05 20:46:07,0.0
VCLB_20260402.csv,2026-03-05 20:49:07,0.0
VCLB_20260402.csv,2026-03-05 20:52:07,0.0
VCLB_20260402.csv,2026-03-05 20:55:07,0.0
VCLB_20260402.csv,2026-03-05 20:58:07,0.0
VCLB_20260402.csv,2026-03-05 21:01:07,0.0
VCLB_20260402.csv,2026-03-05 21:04:07,0.0
VCLB_20260402.csv,2026-03-05 21:07:07,0.0
VCLB_20260402.csv,2026-03-05 21:10:07,0.0
VCLB_20260402.csv,2026-03-05 21:13:07,0.0
VCLB_20260402.csv,2026-03-05 21:16:07,0.0
VCLB_20260402.csv,2026-03-05 21:19:07,0.0
VCLB_20260402.csv,2026-03-05 21:22:07,0.0
VCLB_20260402.csv,2026-03-05 21:25:07,0.0
VCLB_20260402.csv,2026-03-05 21:28:07,0.0
VCLB_20260402.csv,2026-03-05 21:31:07,0.0
VCLB_20260402.csv,2026-03-05 21:34:07,0.0
VCLB_20260402.csv,2026-03-05 21:37:07,0.0
VCLB_20260402.csv,2026-03-05 21:40:07,0.0
VCLB_20260402.csv,2026-03-05 21:43:07,0.0
VCLB_20260402.csv,2026-03-05 21:46:07,0.0
VCLB_20260402.csv,2026-03-05 21:49:07,0.0
VCLB_20260402.csv,2026-03-05 21:52:07,0.0
VCLB_20260402.csv,2026-03-05 21:55:07,0.0
VCLB_20260402.csv,2026-03-05 21:58:07,0.0
VCLB_20260402.csv,2026-03-05 22:01:07,0.0
VCLB_20260402.csv,2026-03-05 22:04:07,0.0
VCLB_20260402.csv,2026-03-05 22:07:07,0.0
VCLB_20260402.csv,2026-03-05 22:10:07,0.0
VCLB_20260402.csv,2026-03-05 22:13:07,0.0
VCLB_20260402.csv,2026-03-05 22:16:07,0.0
VCLB_20260402.csv,2026-03-05 22:19:07,0.0
VCLB_20260402.csv,2026-03-05 22:22:07,0.0
